Name,Mobile,address,Shift,type,Joined,City,state,rating,reviews,open_now,lat,lng,status,website
"Banquet Halls in Punjabi Bagh","079 6907 1916","Lawn No. 2, Pocket 2, Punjabi Bagh, New Delhi, Delhi, 110063, India","DAY","Third Party","","Delhi","Delhi","5","1","true","28.6676405","77.1150548","OPERATIONAL","https://weddingbanquets.in/banquet-halls/delhi/punjabi-bagh"
"NAMASTE MEERUT RESTAURANT & PARTY HALL","098708 59592","NH-58, Rohta Rd, opposite Shobhapur, Meerut, Uttar Pradesh 250001, India","DAY","Third Party","","Delhi","Delhi","4.9","115","true","29.0036195","77.6481653","OPERATIONAL",""
"Tree Hut Party Hall by Kake di hatti","","WJCX+QW, Partapur, Meerut, Uttar Pradesh 250103, India","DAY","Third Party","","Delhi","Delhi","5","2","true","28.9219336","77.6498347","OPERATIONAL",""
"Rajdhani Party Lawn","098737 37485","Village, opposite Pathways School, Hazipur, Sector 104, Noida, Uttar Pradesh 201304, India","DAY","Third Party","","Delhi","Delhi","4.2","337","true","28.5411812","77.36898459999999","OPERATIONAL",""
"Lapearl Banquet, Indirapuram","099111 21219","SG-03, Near Axis Bank, Aditya Mall, Aditya Mega City, Vaibhav Khand, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India","DAY","Third Party","","Delhi","Delhi","4.5","25","true","28.638651","77.36128889999999","OPERATIONAL",""
"Royal Pepper Banquet hall - Peeragarhi","088825 00400","metro, Peeragarhi, E-1, Rohtak - Delhi Rd, near Peeragarhi, Udyog Nagar, industrial area, New Delhi, Delhi, 110041, India","DAY","Third Party","","Delhi","Delhi","4.7","15789","true","28.6800273","77.0936913","OPERATIONAL","http://www.royalpepperbanquets.com/"
"Vardaan Palace Banquet and party Lawn Burari-the best banquet hall nearby burari santnagar delhi","087439 39797","Bus stand, Main, Burari Rd, Kurar Ibrahimpur Village, Ibrahimpur, Delhi, 110084, India","DAY","Third Party","","Delhi","Delhi","4.5","64","true","28.7757038","77.1795574","OPERATIONAL","http://www.suryabanquets.com/"
"Essex Banquet Hall Delhi","083685 48655","4, Sri Aurobindo Marg, Vijay Mandal Enclave, Hauz Khas, New Delhi, Delhi 110016, India","DAY","Third Party","","Delhi","Delhi","4.9","19","true","28.5440102","77.2013626","OPERATIONAL","https://essexbanquethalldelhi.lovable.app/"
"Saffron Banquet Hall Noida By City Stay","098990 24659","MAIN MARKET, DND ROAD, Raghunathpur, Sector 22, Noida, Uttar Pradesh 201301, India","DAY","Third Party","","Delhi","Delhi","4.5","1611","true","28.5946751","77.3423996","OPERATIONAL","http://www.saffronbanquethall.com/"
"Party Halls in Janakpuri","","A-2/13-14, Main, Pankha Rd, Block A2, Janakpuri, New Delhi, Delhi, 110058, India","DAY","Third Party","","Delhi","Delhi","5","2","true","28.620984","77.07172","OPERATIONAL","https://weddingbanquets.in/party-halls-in-janakpuri"
"The Royal Events & Banquets","096256 27543","Shakti Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India","DAY","Third Party","","Delhi","Delhi","4.8","63","true","28.6470989","77.37400439999999","OPERATIONAL",""
"MBV Luxury banquet hall in Ghaziabad","","near Kaushambi metro, Site 4, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010, India","DAY","Third Party","","Delhi","Delhi","5","6","true","28.6600065","77.3491997","OPERATIONAL","https://www.mybestvenue.com/"
"Vivaah Banquets By Veda Luxury Hospitality Pvt Ltd.","","nearby Dwarka Expressway, G99, Sector 99, Gurugram, Haryana 122505, India","DAY","Third Party","","Delhi","Delhi","4.9","17","true","28.4695436","76.96806149999999","OPERATIONAL","https://www.wedmegood.com/wedding-venues/Vivaah-Banquets-by-Veda-Luxury-Hospitality-26134454"
"The Roman Palace Banquet","088000 26092","The Roman Palace Banquet, behind HOMES-121, Garhi Chaukhandi, Sector 121, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","4.7","511","true","28.5994738","77.3995692","OPERATIONAL",""
"Golden Apple Luxury Wedding Destination - Banquet Hall in Pitampura","098100 66211","Block C2, West Enclave, Pitampura, Delhi, 110034, India","DAY","Third Party","","Delhi","Delhi","4.5","1894","true","28.6894238","77.1057264","OPERATIONAL","https://golden-apple.in/"
"Grand Amara Banquets- Group Gurmeet","083684 04662","Cbd Ground, opposite unity one mall, Vishwas Nagar Extension, Vishwas Nagar, Shahdara, Delhi, 110032, India","DAY","Third Party","","Delhi","Delhi","4.5","903","true","28.660879","77.2983312","OPERATIONAL",""
"Vivaana by SK","092892 55799","F3P2+4VF Old Palam, Gurgaon - Delhi Expy, opp. Air Force Station, Gurugram, Haryana 122015, India","DAY","Third Party","","Delhi","Delhi","4.7","657","true","28.4854273","77.0524313","OPERATIONAL",""
"The White Palace Banquet By Khanak","099110 51250","Desai Village, Basai, Sector 70, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","4.7","1308","true","28.5954064","77.3832157","OPERATIONAL","https://thewhitepalacebanquetbykhanak.in/"
"The Imperium (Beyond Luxury)","092206 41888","A-14, Mahatma Gandhi Rd, Block A, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India","DAY","Third Party","","Delhi","Delhi","4.5","300","true","28.7002582","77.1602185","OPERATIONAL","https://www.theimperiumbeyondluxury.com/"
"FOUR SEASON HOTEL & BANQUET","0120 524 4854","B1/2A, Dashrath Puri, Dwarka sector 1A Near Pracheen Shai Dev Mandir close to, gate 1, D-64-A, metro station, Block A, Dashrath Puri, Delhi, 110045, India","DAY","Third Party","","Delhi","Delhi","4.9","141","","28.6045265","77.08315189999999","CLOSED_TEMPORARILY","https://www.fourseasonhotelbanquet.in/"
"Golden Apple Luxury Wedding Destination - Banquet Hall in Delhi","098733 33219","opposite Mamta Modern School, Block H, Vikaspuri, Delhi, 110018, India","DAY","Third Party","","Delhi","Delhi","4.2","785","true","28.6460623","77.07293729999999","OPERATIONAL","https://golden-apple.in/golden-apple-vikaspuri/"
"Grand Imperia Banquet, Gurugram","092051 51599","C3G5+R7H M2K Corporate Park, Pearl Ln, Block N, Mayfield Garden, Sector 51, Gurugram, Haryana 122018, India","DAY","Third Party","","Delhi","Delhi","4.5","325","true","28.4269576","77.0586294","OPERATIONAL",""
"The Celebration AC luxury banquet","","F7FP+3PF, Suraj Kund Badkhal Rd, near Anandvan, Lakewood city, Surajkund, Faridabad, Haryana 121003, India","DAY","Third Party","","Delhi","Delhi","4.4","40","true","28.4726806","77.2867957","OPERATIONAL",""
"Moon Vilas Luxury Banquets","081301 91212","moon vilas luxury banquet, near hermitage huts, Lakewood city, Surajkund, Faridabad, Haryana 121009, India","DAY","Third Party","","Delhi","Delhi","4.6","25","true","28.4831312","77.2868641","OPERATIONAL","http://www.vardaanluxurybanquet.com/"
"ARAMBH The Grand Convention | Luxury Banquet Hall","","1 Killa No 23/2, Khewat No.2 Khata No.2, Mustil No.13, Old Delhi Road, opp. Pasco Automobile, Gurugram, Haryana 122001, India","DAY","Third Party","","Delhi","Delhi","4.6","33","true","28.4917118","77.05718329999999","OPERATIONAL","https://www.instagram.com/arambhthegrandconvention/"
"The Continental By Red Carpet","090059 00992","Plot # 1111, Raj Nagar Extension, Ghaziabad, Uttar Pradesh 201003, India","DAY","Third Party","","Delhi","Delhi","4.5","1231","true","28.6972533","77.43014749999999","OPERATIONAL","http://redcarpetbanquets.in/"
"The Rosario~ A Luxury Banquet","099906 60608","RZA1/20, Dabri - Palam Rd, Block A, Mahavir Enclave Part 1, Mahavir Enclave, New Delhi, Delhi, 110045, India","DAY","Third Party","","Delhi","Delhi","3.5","58","true","28.6030979","77.0824609","OPERATIONAL",""
"Raas The Luxury Banquet","099119 67200","Mukti Ashram, 100 Feet Rd, Block B, Keshav Nagar, Burari, Delhi, 110084, India","DAY","Third Party","","Delhi","Delhi","4.4","346","true","28.7820781","77.1800217","OPERATIONAL","http://www.raaswedding.com/"
"Grand Veridian Banquet","099901 90696","CBD Ground, Plot No. 1/1B, near The Leela Ambience Convention Hotel, Vishwas Nagar Extension, Karkardooma, Shahdara, Delhi, 110032, India","DAY","Third Party","","Delhi","Delhi","4.8","137","true","28.661666","77.3003691","OPERATIONAL",""
"Tivoli Lotus Court Banquet","084482 99927","Tivoli Lotus Court, 1, Sector 117 Main Rd, near Internal Capetown Society Road, Sector 74, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","4.7","1759","true","28.581194","77.3935857","OPERATIONAL","https://thetivolihotels.com/hotel/tivoli-lotus-court"
"MIDORI BY TIVOLI","072900 35908","D Block, Kapas Hera, New Delhi, Delhi 110037, India","DAY","Third Party","","Delhi","Delhi","4.8","116","true","28.5235239","77.0925429","OPERATIONAL","https://thetivolihotels.com/hotel/tivoli-by-midori"
"The Shaurya Banquet","088803 88803","H9QJ+CHV, Noida Extension Main Road, Pan Oasis Society, Sarfabad Village, Sarfabad, Sector 73, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","4.4","1211","true","28.5915798","77.38138","OPERATIONAL","https://www.theshauryabanquet.in/"
"Vardaan Luxury Banquets","096540 55519","Ibiza Town Surajkund, Lakewood city, Surajkund, Faridabad, Haryana 121009, India","DAY","Third Party","","Delhi","Delhi","4.5","251","true","28.483757","77.2884898","OPERATIONAL","https://vardaanbanquet.com/"
"Amira: Luxury Banquet Hall in Rohtak","","Haryana 124021, India","DAY","Third Party","","Delhi","Delhi","4.8","64","true","28.8409208","76.6821314","OPERATIONAL","https://www.instagram.com/amira_rohtak/"
"Kamal Mahal, Welcomhotel New Delhi by ITC Hotels - Luxury Banquet near Airport & Gurgaon for Business & Social Events","099113 38833","WelcomHotel by ITC, Gurgaon - Delhi Expy, near Toll Plaza, D Block, Kapas Hera, New Delhi, Delhi 110097, India","DAY","Third Party","","Delhi","Delhi","4.8","9","","28.5145288","77.0932637","OPERATIONAL","https://welcomhoteldelhi.com/banquet/"
"Emerald Greens | Banquet Hall in Govindpuram, Ghaziabad","097177 70709","E Block, Block D, Swaran Jayanti Puram, Govindpuram, Ghaziabad, Uttar Pradesh 201013, India","DAY","Third Party","","Delhi","Delhi","4.8","285","true","28.6946499","77.49143649999999","OPERATIONAL",""
"Royal Heritage | Fully AC Luxury Banquet & Wedding Farmhouse, Alipur","092130 92319","16/32 Main Bakhtawarpur road, GT Karnal Rd, near election office, Alipur, New Delhi, Delhi, 110036, India","DAY","Third Party","","Delhi","Delhi","4.8","176","true","28.8135532","77.15851219999999","OPERATIONAL",""
"The Grandeur By Lavanya-Moti Nagar","093112 22457","4, Najafgarh Road, Shivaji Marg, Moti Nagar, Karampura Industrial Area, Karam Pura, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","4.4","1829","true","28.6627565","77.1527606","OPERATIONAL",""
"The White Paradise, Rohtak - Premium and Luxury Banquet","","Delhi Road, NH - 9, opp. LPS BOSSARD, Kharawar, Rohtak, Haryana 124021, India","DAY","Third Party","","Delhi","Delhi","4.7","41","true","28.8299507","76.69671369999999","OPERATIONAL","https://www.facebook.com/TheWhiteParadise"
"The Eastern Address | Luxury | Pure Veg | Banquet Hall In Delhi.","097177 94497","Devasya City Centre, Plot 11, near KARKARDOOMA COURT, Vishwas Nagar Extension, Vishwas Nagar, Shahdara, Delhi, 110092, India","DAY","Third Party","","Delhi","Delhi","4.7","112","true","28.6554126","77.299953","OPERATIONAL","https://www.instagram.com/theeasternaddress/"
"Vardaan Sandoz","088790 76469","Dilli Haat Pitampura, Guru Govind Singh College, Pitampura, Delhi, 110035, India","DAY","Third Party","","Delhi","Delhi","4.3","455","true","28.6960044","77.1505593","OPERATIONAL","http://www.sandozrestaurants.com/"
"Leluxe Banquets and Farm","097170 68887","Gwalpahari, Sector -2 Baliyawash, Faridabad - Gurgaon Rd, near Golden Tulip Hotel, Sector-2, Gurugram, Bandhwari, Haryana 122003, India","DAY","Third Party","","Delhi","Delhi","4.3","263","true","28.4258729","77.14293839999999","OPERATIONAL","http://www.leluxe.in/"
"Jalsa Luxury Banquet","","Metro Piller No.81, Near Nangli, Metro Station Najafgarh, Jai Vihar Colony, Masudabad, Najafgarh, New Delhi, Delhi, 110043, India","DAY","Third Party","","Delhi","Delhi","4.3","120","true","28.6154647","77.00565189999999","OPERATIONAL","http://jalsalb.com/"
"ARJUN Luxury Banquets","096250 82592","374, MBR Enclave, Block B, Pochanpur Colony, Dwarka, New Delhi, Delhi, 110077, India","DAY","Third Party","","Delhi","Delhi","4.1","37","true","28.5594902","77.0509056","OPERATIONAL",""
"The Grand Amour - Bansal's","","Plot no 19, opposite CRPF camp, Suthiyana, Habibpur, Greater Noida, Uttar Pradesh 201306, India","DAY","Third Party","","Delhi","Delhi","5","30","","28.5237275","77.4517192","OPERATIONAL","https://thegrandamour.com/"
"The Romania - Luxury Wedding Spaces","089508 69809","By-Pass, Delhi Rd, opposite Kainos Hospital, Kheri Sadh, Rohtak, Haryana 124021, India","DAY","Third Party","","Delhi","Delhi","4.7","86","true","28.8519692","76.6693008","OPERATIONAL","https://sites.google.com/view/the-romania-com/home"
"Devam Palace Banquet","093102 49487","Plot no- 32, Sector 19, Pocket 2, Dwarka, New Delhi, Delhi, 110075, India","DAY","Third Party","","Delhi","Delhi","4.3","140","true","28.5818352","77.05016719999999","OPERATIONAL","https://devampalace.com/"
"Rajwada Palace ~ The Riyasat","075007 60007","B-99, Shalimar Bagh, Block B, Wazirpur Industrial Area, Wazirpur, Delhi, 110052, India","DAY","Third Party","","Delhi","Delhi","4.2","756","true","28.7035088","77.1702581","OPERATIONAL","https://www.instagram.com/rajwada.riyasat/"
"The Nikunj Hotel","097739 94535","National Highway, 8, 22nd Milestone, near IGI Airport, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110038, India","DAY","Third Party","","Delhi","Delhi","4.4","6383","true","28.528125","77.1047689","OPERATIONAL","https://thenikunjhotels.com/"
"Tivoli Royal Court","085888 50354","Tivoli Royal Court, D-185, Pocket D, Okhla Phase I, Okhla Industrial Estate, New Delhi, Delhi 110020, India","DAY","Third Party","","Delhi","Delhi","4.3","467","true","28.5212828","77.2771303","OPERATIONAL","https://thetivolihotels.com/hotel/tivoli-royal-court-okhla/"
"REVELLO","085120 20200","D Block, D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India","DAY","Third Party","","Delhi","Delhi","4.4","153","true","28.5258989","77.0923502","OPERATIONAL","https://www.instagram.com/the.revello"
"Vardaan-A Luxury Wedding Resort","073302 22228","VJHM+9MP, Delhi Rd, Rohtak, Haryana 124021, India","DAY","Third Party","","Delhi","Delhi","4.3","87","true","28.8783855","76.6335342","OPERATIONAL","https://vardaanbanquet.com/"
"Royal crest banquet","","Royal crest banquet, near heritage badminton academy, Sector 37C, Gurugram, Haryana 122001, India","DAY","Third Party","","Delhi","Delhi","5","20","true","28.4520863","76.9876915","OPERATIONAL",""
"GRAND IMPERIA NORTH BANQUET","098109 10371","A 7, opp. Gujranwala Town, near SAYA AUTO MARUTI SHOWROOM, GT Karnal Road Industrial Area, Ashok Vihar, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","4.5","3339","true","28.6995422","77.1823363","OPERATIONAL","https://grandimperia.com/"
"The Veloura by Mithas","095999 77760","Main chattarpur Road, opposite durga temple, Fatehpuri beri, chattarpur, Asola, Chandan Hola, New Delhi, Delhi 110074, India","DAY","Third Party","","Delhi","Delhi","5","4","true","28.461202","77.1850307","OPERATIONAL",""
"The Luxe Atlantis By Kohli Tents","","P523+GC3, Block SP, Poorvi Pitampura, Pitampura, Delhi, 110034, India","DAY","Third Party","","Delhi","Delhi","4.4","113","true","28.7012646","77.15356229999999","OPERATIONAL",""
"Golden Dream Banquet","078389 35373","Khasra No 607, near Diamond Crown, Hoshiyarpur, Sector 51, Noida, Uttar Pradesh 201303, India","DAY","Third Party","","Delhi","Delhi","4.5","343","true","28.5790518","77.3696169","OPERATIONAL","https://www.bobbytikkiwala.in/"
"Jade Luxury Banquets","","Bandh Rd, Chhatarpur Farms, Radhey Mohan Drive, New Delhi, Delhi 110030, India","DAY","Third Party","","Delhi","Delhi","4.6","17","","28.4745134","77.16601899999999","OPERATIONAL",""
"Omyra Banquet","092172 29082","JH-04, Garhi Village, Sector 143B, Noida, Uttar Pradesh 201304, India","DAY","Third Party","","Delhi","Delhi","4.8","86","","28.4975035","77.4250546","OPERATIONAL","https://omyragroup.com/"
"GOLDEN Apple Rohini - Best Weddings & Events Venue | Luxurious Banquet Hall","099999 52025","Twin District Center, near Crowne Plaza, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","4.8","1462","true","28.7197168","77.1114643","OPERATIONAL","https://golden-apple.in/golden-apple-rohini/"
"The Mansion","011 2679 1234","Hyatt Regency, The Mansion Bhikaiji Cama Place, Ring Road, Bhikaji Cama Place, Rama Krishna Puram, New Delhi, Delhi 110066, India","DAY","Third Party","","Delhi","Delhi","4.5","233","true","28.5689581","77.1846735","OPERATIONAL","https://www.hyatt.com/en-US/hotel/india/hyatt-regency-delhi/delrd/special-events?src=glpaces_delrd_themansion"
"Kohli's Regency || Premium Luxury Banquet || Gurgaon","093184 55788","Recreational Centre, Southern Peripheral Rd, next to Spaze Palazo, near Vatika Chowk, Sector 69, Gurugram, Haryana 122001, India","DAY","Third Party","","Delhi","Delhi","4.4","705","true","28.400252","77.038991","OPERATIONAL","http://kohlisregency.in/"
"The Sherioan by Kawatras","091111 00003","20/6, Pocket 2, Sector 5, Faridabad, Haryana 121001, India","DAY","Third Party","","Delhi","Delhi","4.4","489","true","28.3588091","77.3151184","OPERATIONAL","http://www.thesherioan.com/"
"Lavanya Dreams Banquet","084308 00800","Udyog Nagar, D-13, Main Rohtak Rd, Udyog Nagar, Paschim Vihar, New Delhi, Delhi, 110041, India","DAY","Third Party","","Delhi","Delhi","3.7","4882","true","28.6811895","77.0838533","OPERATIONAL",""
"Rosella by SK","","15/1, NH-19, HBH Colony, Sector 27/A, Faridabad, Haryana 121003, India","DAY","Third Party","","Delhi","Delhi","4.5","1492","true","28.4406914","77.30814170000001","OPERATIONAL",""
"Cloud banquet hall Noida","084481 03492","Sector 75, Noida, Uttar Pradesh 201301, India","DAY","Third Party","","Delhi","Delhi","4.9","56","true","28.5777295","77.3847808","OPERATIONAL","https://cloudbanquethallnoida.in/"
"Elara Banquets Hall","","near Amity International School, Sector 4, Sector 4A, Vasundhara, Ghaziabad, Uttar Pradesh 201012, India","DAY","Third Party","","Delhi","Delhi","4.3","1622","true","28.6668859","77.38215079999999","OPERATIONAL",""
"Mosaic Sandoz Banquet Hall","070650 80003","A 2, Block A, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India","DAY","Third Party","","Delhi","Delhi","4.2","3726","true","28.7010916","77.1641021","OPERATIONAL",""
"La Platinum Banquet Hall","080 4816 5264","71, 5, Najafgarh Rd, Moti Nagar, Block C, Najafgarh Road Industrial Area, New Delhi, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","3.7","368","true","28.6609231","77.1498481","OPERATIONAL","https://weddingz.in/delhi/la-platinum-banquet-hall-najafgarh-road-industrial-area/"
"Aziza Banquet Hall, Kapashera, Delhi","","G3GV+3GC, Rajokri Rd, D Block, Kapas Hera, New Delhi, Delhi 110097, India","DAY","Third Party","","Delhi","Delhi","4.6","33","true","28.5251842","77.0937665","OPERATIONAL",""
"Lime Tree Banquet Hall in Greater Noida","070112 67479","BA-132, Sector Omega 1, near Pari Chowk, opp. India Expo Mart Circle, Block B, Ansal Golf Link -1, Greater Noida, Uttar Pradesh 201308, India","DAY","Third Party","","Delhi","Delhi","4.4","65","true","28.4625601","77.50636109999999","OPERATIONAL","https://www.limetreehotels.com/lime-tree-hotel-and-banquet-greater-noida/"
"Aqua Tree Banquet Hall & Convention Centre","085868 78880","B -19, behind jhilmil metro station, Jhilmil Industrial Area, Jhilmil Colony, New Delhi, Delhi, 110095, India","DAY","Third Party","","Delhi","Delhi","4","320","true","28.675218","77.31194169999999","OPERATIONAL",""
"Golden First Banquet Hall","083839 58136","Nathu Matket, 34/1, Johripur Rd, near Shani Bazaar, Johripur Extension, Johripur, Delhi, 110090, India","DAY","Third Party","","Delhi","Delhi","4.2","67","true","28.7137618","77.2837946","OPERATIONAL",""
"Goyal Banquet Hall","098103 53967","A/1135,Block H ,Gali No 16, New, New, Block H, Sangam Vihar, New Delhi, Delhi 110080, India","DAY","Third Party","","Delhi","Delhi","3.9","197","true","28.5007067","77.2547359","OPERATIONAL",""
"The Grand Palace, Banquet Hall","080 4812 3101","The Grand Palace, 212, Mall Rd, opp. Eros, Shakti Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India","DAY","Third Party","","Delhi","Delhi","3.6","351","true","28.6470811","77.3742249","OPERATIONAL","https://weddingz.in/ghaziabad/the-grand-palace-indirapuram/"
"The Grand Pearl Banquet Hall","076785 01521","DDA Flats, Pocket-3, Block D, Uttam Nagar, Bindapur, New Delhi, Delhi, 110059, India","DAY","Third Party","","Delhi","Delhi","4.1","119","true","28.6079598","77.0665028","OPERATIONAL","https://grandpearl.in/"
"The Greetings Banquet Hall","011 4001 6208","The Greetings Banquet, G-3 Cascade Shopping Center Netaji Subhash Place, Pitampura, Netaji Subhash Place, Shakurpur, New Delhi, Delhi, 110034, India","DAY","Third Party","","Delhi","Delhi","3.9","129","true","28.6927652","77.1488972","OPERATIONAL","https://weddingz.in/delhi/the-greetings-banquet-wazirpur/"
"The Great Callina Banquet Hall","099108 01927","Plot no A 16/18, sahibabad site-4, industrial area link Road Police chowki, Rapid Metro, near Sahibabad, PIR Colony, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010, India","DAY","Third Party","","Delhi","Delhi","3.8","862","true","28.6702428","77.36201179999999","OPERATIONAL","http://www.thegreatcallinabanquet.com/"
"Regal Dreams Banquet Hall","084479 01433","A-21A Main Wazirabad Road, Brij puri, opp. Metro Pillar No 64, Block C, Yamuna Vihar, New Mustafabad, Delhi, 110053, India","DAY","Third Party","","Delhi","Delhi","4.8","11","true","28.7030054","77.2729968","OPERATIONAL",""
"Vandana Green- banquet hall in vasundhara , banquet hall in vaishali","092209 06216","Main Link Road, near Indian Oil Petrol Pump, Prahlad Garhi Village, Vasundhara, Ghaziabad, Uttar Pradesh 201012, India","DAY","Third Party","","Delhi","Delhi","3.5","44","true","28.6575816","77.353109","OPERATIONAL",""
"Tivash Banquet Hall Noida","098116 78445","Lotus Krishna Mart, opp. Indosam Apartment, Sector 75, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","4.8","446","","28.5792502","77.38270039999999","OPERATIONAL","https://tivash.com/"
"SK Precious Banquet","098714 43777","Plot No, 15 & Plot No.16, 16, Janakpuri District Center, Janakpuri, New Delhi, Delhi, 110058, India","DAY","Third Party","","Delhi","Delhi","4.1","2967","true","28.6286568","77.0795365","OPERATIONAL","http://www.preciousbanquets.com/"
"Grand Medrine Banquet Hall Rohtak","098960 36463","Grand Medrine, Sonipat Rd, near Shiela Cineplex, Chankyapuri, Rohtak, Haryana 124001, India","DAY","Third Party","","Delhi","Delhi","4.7","204","true","28.8959622","76.6066647","OPERATIONAL",""
"A K Grand Banquet Hall","","Sainik Enclave, Raksha Enclave Extension, Block WE, Mohan Garden, Uttam Nagar, Delhi, 110059, India","DAY","Third Party","","Delhi","Delhi","3.4","16","false","28.6419476","77.0320687","OPERATIONAL",""
"Hotel Sunrise Villa, Banquet Hall","011 4014 8031","Hotel Sunrise Villa, L-13, Block L, Kalkaji, New Delhi, Delhi 110019, India","DAY","Third Party","","Delhi","Delhi","3.3","16","true","28.53674","77.257842","OPERATIONAL","https://weddingz.in/delhi/hotel-sunrise-villa-kalkaji/"
"The Grand Sapphire Ballroom","011 7172 1234","The Leela Ambience Convention Hotel, 1, Maharaja Surajmal Marg, nearby YAMUNA SPORTS COMPLEX, Vishwas Nagar Extension, Vishwas Nagar, Shahdara, Delhi, 110032, India","DAY","Third Party","","Delhi","Delhi","4.3","10","true","28.662086","77.30210679999999","OPERATIONAL","https://www.theleela.com/the-leela-ambience-convention-hotel-delhi/weddings/"
"Banquet Hall In Sector 7, Dwarka","","Dataram Marg, Plot No 301, Sector 7 Dwarka, Dwarka, New Delhi, Delhi, 110075, India","DAY","Third Party","","Delhi","Delhi","4.6","5","true","28.5930601","77.0757323","OPERATIONAL","https://weddingbanquets.in/banquet-halls-in-dwarka"
"Aurum Banquet Hall & Farm","098115 09112","Pillar No.31B, Near, मेहरौली-गुड़गांव मार्ग, सुल्तानपुर, नई दिल्ली, दिल्ली 110030, India","DAY","Third Party","","Delhi","Delhi","4.2","1745","true","28.5001014","77.16413170000001","OPERATIONAL","http://latagreens.com/"
"Golden Dream Vista","099997 72527","Khasra 832, Chauganpur, Knowledge Park V, Bisrakh Jalalpur, Greater Noida, Uttar Pradesh 201306, India","DAY","Third Party","","Delhi","Delhi","4.6","1057","true","28.5582618","77.458835","OPERATIONAL",""
"The Grand Rama Ceremonial Wedding venue in greater noida","098595 91122","Plot No 22, opposite CRPF Camp, Suthiyana, Greater Noida, Habibpur, Uttar Pradesh 201306, India","DAY","Third Party","","Delhi","Delhi","4.2","1611","true","28.5222543","77.45126429999999","OPERATIONAL","https://www.ramabanquets.com/grand-ceremonial-noida/"
"Ananda Banquet Hall | Perfect Venue for Small Gathering in Moti Nagar | Wedding Venue in West Delhi","098702 09971","33/33a, Rama Road, Block C, opposite Apollo cradle hospital, Kirti Nagar Industrial Area, Najafgarh Road Industrial Area, New Delhi, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","3.9","256","true","28.660262","77.15167","OPERATIONAL","https://www.instagram.com/anandabanquet_official/"
"Hollywood Dreams","087007 51701","Metro Station Vaishali, Sector 4, Vaishali, Ghaziabad, Uttar Pradesh 201019, India","DAY","Third Party","","Delhi","Delhi","4.5","2184","true","28.6497417","77.3386759","OPERATIONAL","https://www.hollywooddreams.in/"
"Ambrosia Palace","096677 90782","Plot No.3, opp. Cloud 9 Towers, Sector 3F, Sector 3, Vaishali, Ghaziabad, Uttar Pradesh 201019, India","DAY","Third Party","","Delhi","Delhi","4.5","1085","true","28.6409111","77.3359438","OPERATIONAL","http://ambrosiapalace.in/"
"Raj Party Lounge","098185 00501","Behind Pacific Mall, Site 4, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010, India","DAY","Third Party","","Delhi","Delhi","4.7","1442","true","28.6487494","77.322064","OPERATIONAL","https://business.google.com/site/l/10177925454887017370?hl=en-GB"
"Swarn Banquet - Wedding Reception Venue, Wedding Planning, Corporate Events & Training and Banquet Hall in Noida","098115 21021","C-20/2, C Block, Phase 2, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309, India","DAY","Third Party","","Delhi","Delhi","4.4","308","true","28.6128671","77.3608756","OPERATIONAL","http://swarnbanquet.com/"
"A DOT by GNH","096503 94476","Golf Dr, behind The Leela Hotel, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India","DAY","Third Party","","Delhi","Delhi","4.6","4967","true","28.4983468","77.1065569","OPERATIONAL","http://www.gnhhotels.com/"
"DELITE FOREVER","","Suraj Kund Rd, Ankheer, Faridabad, Haryana 121004, India","DAY","Third Party","","Delhi","Delhi","4.5","1175","true","28.4297351","77.28643249999999","OPERATIONAL",""
"Banquet Halls in Wazirpur","079 6907 1919","C 91/10, Wazirpur Industrial Area Rd, opp. Shalimar Bagh, Block B, Wazirpur Industrial Area, Ashok Vihar, New Delhi, Delhi, 110052, India","DAY","Third Party","","Delhi","Delhi","4","5","true","28.7024961","77.1676375","OPERATIONAL","https://weddingbanquets.in/banquet-halls/delhi/wazirpur"
